month,usda_slug,source,unit,price_usd_kg
2019-09-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.548951
2019-10-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.599657
2019-11-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.628317
2019-12-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.738549
2020-01-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.767209
2020-02-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.798073
2020-03-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.817915
2020-04-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.811301
2020-05-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.760595
2020-06-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.895077
2020-07-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),1.073651
2020-08-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.749572
2020-09-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.645954
2020-10-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.641545
2020-11-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.652568
2020-12-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.683433
2021-01-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.652568
2021-02-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.742958
2021-03-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.672410
2021-04-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.696661
2021-05-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.906100
2021-06-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.884054
2021-07-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.879644
2021-08-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.806892
2021-09-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.833347
2021-10-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.945783
2021-11-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.811301
2021-12-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.919328
2022-01-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.952397
2022-02-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.965625
2022-03-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),1.082470
2022-04-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),1.104516
2022-05-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),1.135381
2022-06-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),1.053810
2022-07-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),1.009717
2022-08-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),1.007513
2022-09-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.892872
2022-10-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.921532
2022-11-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.901691
2022-12-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.903895
2023-01-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.901691
2023-02-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.879644
2023-03-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.886258
2023-04-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.846575
2023-05-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.932555
2023-06-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.868621
2023-07-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.844370
2023-08-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.831143
2023-09-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.862007
2023-10-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.930351
2023-11-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.914918
2023-12-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.941374
2024-01-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.919328
2024-02-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.925942
2024-03-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.932555
2024-04-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.998694
2024-05-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),1.091288
2024-06-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.890668
2024-07-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.892872
2024-08-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),1.000899
2024-09-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.846575
2024-10-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.842166
2024-11-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.822324
2024-12-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.837757
2025-01-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.853189
2025-02-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.798073
2025-03-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.738549
2025-04-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.749572
2025-05-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.705479
2025-06-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.736344
2025-07-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.698865
2025-08-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.705479
2025-09-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.619499
2025-10-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.639341
2025-11-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.793664
2025-12-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.712093
2026-01-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.687842
2026-02-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.659182
2026-03-01,beans_dry_edible,USDA NASS BEANS Price Received,USD/Kg (converted from $/CWT),0.610680
1908-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004455
1908-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004617
1908-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004828
1908-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005103
1908-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005605
1908-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006051
1908-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006229
1908-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006261
1908-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006026
1908-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005500
1908-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005022
1908-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004909
1909-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004941
1909-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005103
1909-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005354
1909-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005646
1909-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006002
1909-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006204
1909-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006164
1909-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005921
1909-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005589
1909-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005233
1909-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004860
1909-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004868
1910-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005168
1910-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005314
1910-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005322
1910-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005224
1910-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005216
1910-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005322
1910-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005403
1910-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005411
1910-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005160
1910-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004601
1910-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004074
1910-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.003896
1911-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.003937
1911-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.003969
1911-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.003993
1911-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004115
1911-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004325
1911-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004666
1911-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005095
1911-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005330
1911-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005330
1911-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005281
1911-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005119
1911-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005022
1912-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005135
1912-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005314
1912-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005573
1912-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006091
1912-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006561
1912-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006626
1912-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006496
1912-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006350
1912-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005986
1912-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005208
1912-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004342
1912-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.003953
1913-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004034
1913-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004163
1913-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004293
1913-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004471
1913-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004755
1913-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005014
1913-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005208
1913-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005702
1913-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006107
1913-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005913
1913-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005662
1913-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005621
1914-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005589
1914-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005565
1914-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005662
1914-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005783
1914-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005961
1914-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006091
1914-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006172
1914-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006415
1914-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006464
1914-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006026
1914-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005467
1914-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005289
1915-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005629
1915-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005994
1915-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006083
1915-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006188
1915-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006302
1915-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006302
1915-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006342
1915-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006326
1915-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005986
1915-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005362
1915-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004836
1915-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004844
1916-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005216
1916-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005459
1916-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005605
1916-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005775
1916-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005929
1916-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006059
1916-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006269
1916-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006601
1916-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006723
1916-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006771
1916-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.007047
1916-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.007241
1917-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.007525
1917-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.007970
1917-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008667
1917-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.010692
1917-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.012555
1917-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.013122
1917-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.014661
1917-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.015066
1917-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.014175
1917-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.013041
1917-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011097
1917-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.010611
1918-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011097
1918-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011907
1918-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.012474
1918-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.012555
1918-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.012474
1918-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.012393
1918-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.012717
1918-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.013203
1918-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.013203
1918-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.012150
1918-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011178
1918-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011421
1919-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011421
1919-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011178
1919-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011583
1919-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.012636
1919-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.013527
1919-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.014094
1919-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.014904
1919-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.015228
1919-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.013770
1919-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011664
1919-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.010854
1919-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011097
1920-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011664
1920-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011988
1920-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.012474
1920-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.013284
1920-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.014337
1920-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.014985
1920-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.014175
1920-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.012960
1920-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.011178
1920-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008424
1920-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006253
1920-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005411
1921-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005233
1921-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005135
1921-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005168
1921-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004957
1921-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004941
1921-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005054
1921-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005022
1921-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004779
1921-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004342
1921-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.003726
1921-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.003378
1921-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.003467
1922-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.003613
1922-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004074
1922-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004520
1922-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004722
1922-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.004909
1922-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005014
1922-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005127
1922-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005152
1922-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005038
1922-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005038
1922-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005216
1922-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005476
1923-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005686
1923-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005872
1923-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006099
1923-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006447
1923-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006804
1923-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006950
1923-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.007047
1923-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.007047
1923-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006982
1923-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006869
1923-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006342
1923-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005848
1924-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005961
1924-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006196
1924-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006253
1924-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006334
1924-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006366
1924-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006545
1924-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.007962
1924-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008667
1924-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008910
1924-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008829
1924-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008067
1924-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008586
1925-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.009072
1925-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.009234
1925-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.009072
1925-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008424
1925-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008748
1925-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008991
1925-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008424
1925-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008667
1925-09-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.008003
1925-10-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006723
1925-11-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006042
1925-12-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005727
1926-01-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005638
1926-02-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005548
1926-03-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005395
1926-04-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005322
1926-05-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005435
1926-06-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005557
1926-07-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.005791
1926-08-01,corn,USDA NASS CORN Price Received,USD/Kg (converted from $/BU),0.006439
